year,title,directors_0,rating,genres_0,genres_1,rank,running_time_secs,actors_0,actors_1,actors_2,directors_1,directors_2
1982,The Secret of NIMH,Don Bluth,7.4,Animation,Drama,4311,4920,Elizabeth Hartman,Derek Jacobi,Dom DeLuise,,
2014,Alexander and the Terrible  Horrible  No Good  Very Bad Day,Miguel Arteta,,Family,,4312,,Jennifer Garner,Steve Carell,Bella Thorne,,
2012,Tim and Eric's Billion Dollar Movie,Tim Heidecker,4.8,Comedy,,4313,5580,Tim Heidecker,Eric Wareheim,Robert Loggia,Eric Wareheim,
2011,I Melt with You,Mark Pellington,5.6,Drama,,4314,7320,Thomas Jane,Rob Lowe,Jeremy Piven,,
2013,Vamp U,Matt Jespersen,4,Action,Comedy,4315,6000,Adam Johnson,Julie Gonzalo,Gary Cole,Maclain Nelson,
1994,Junior,Ivan Reitman,4.4,Comedy,Romance,4316,6540,Arnold Schwarzenegger,Danny DeVito,Emma Thompson,,
2005,Two for the Money,D.J. Caruso,6.1,Drama,Sport,4317,7320,Matthew McConaughey,Al Pacino,Rene Russo,,
1986,Poltergeist II: The Other Side,Brian Gibson,5.5,Horror,,4318,5460,JoBeth Williams,Craig T. Nelson,Heather O'Rourke,,
1988,Halloween 4: The Return of Michael Myers,Dwight H. Little,5.7,Horror,Thriller,4319,5280,Donald Pleasence,Ellie Cornell,Danielle Harris,,
1985,Explorers,Joe Dante,6.3,Adventure,Family,4320,6540,Ethan Hawke,River Phoenix,Bobby Fite,,
1997,Speed 2: Cruise Control,Jan de Bont,3.5,Action,Crime,4321,7260,Sandra Bullock,Jason Patric,Willem Dafoe,,
2012,Las aventuras de Tadeo Jones,Enrique Gato,5.7,Animation,Adventure,4323,5520,Oscar Barberan,Michelle Jenner,Pep Anton Munoz,,
1994,Naked Gun 33 1/3: The Final Insult,Peter Segal,6.2,Action,Comedy,4324,4980,Leslie Nielsen,Priscilla Presley,George Kennedy,,
1985,After Hours,Martin Scorsese,7.6,Comedy,Drama,4325,5820,Griffin Dunne,Rosanna Arquette,Verna Bloom,,
2007,Trade,Marco Kreuzpaintner,7.3,Crime,Drama,4326,7200,Kevin Kline,Kathleen Gati,Paulina Gaitan,,
2010,Wrecked,Michael Greenspan,5.1,Adventure,Drama,4327,5460,Adrien Brody,Caroline Dhavernas,Ryan Robbins,,
2008,One Missed Call,Eric Valette,3.7,Horror,Mystery,4328,5220,Edward Burns,Shannyn Sossamon,Ana Claudia Talancon,,
2002,Femme Fatale,Brian De Palma,6.2,Crime,Mystery,4329,6840,Rebecca Romijn,Antonio Banderas,Peter Coyote,,
2009,Post Grad,Vicky Jenson,5.1,Comedy,Romance,4330,5280,Alexis Bledel,Michael Keaton,Carol Burnett,,
2013,Hoe Duur was de Suiker,Jean van de Velde,7,Drama,,4331,,Gaite Jansen,Benja Bruijning,Anna Raadsveld,,
1982,The Last Unicorn,Jules Bass,7.1,Family,Animation,4332,5520,Jeff Bridges,Mia Farrow,Angela Lansbury,Arthur Rankin Jr.,
1990,Darkman,Sam Raimi,6.3,Action,Crime,4333,5760,Liam Neeson,Frances McDormand,Colin Friels,,
2014,AfterDeath,Gez Medinger,,Horror,Sci-Fi,4334,,Miranda Raison,Sam Keeley,Daniella Kertesz,Robin Schmidt,
1931,Street Scene,King Vidor,7.6,Drama,Romance,4335,4800,Sylvia Sidney,William Collier Jr.,Estelle Taylor,,
2007,Savage Grace,Tom Kalin,5.7,Drama,,4336,5820,Julianne Moore,Eddie Redmayne,Stephen Dillane,,
1988,Pumpkinhead,Stan Winston,6,Horror,,4337,5160,Lance Henriksen,Jeff East,John D'Aquino,,
1992,Jennifer Eight,Bruce Robinson,6.1,Crime,Drama,4338,7440,Andy Garcia,Uma Thurman,Lance Henriksen,,
1994,Blue Sky,Tony Richardson,6.4,Drama,Romance,4339,6060,Jessica Lange,Tommy Lee Jones,Powers Boothe,,
2013,Black Nativity,Kasi Lemmons,,Drama,Musical,4341,,Forest Whitaker,Angela Bassett,Jennifer Hudson,,
2014,Paddington,Paul King,,Comedy,Family,4342,,Nicole Kidman,Colin Firth,Sally Hawkins,,
2011,Madea's Big Happy Family,Tyler Perry,3.6,Comedy,Drama,4343,6360,Tyler Perry,Loretta Devine,Bow Wow,,
2008,Mutant Chronicles,Simon Hunter,5.2,Action,Adventure,4344,6660,Thomas Jane,Ron Perlman,Devon Aoki,,
1991,Return to the Blue Lagoon,William A. Graham,4.6,Adventure,Drama,4345,5880,Brian Krause,Milla Jovovich,Lisa Pelikan,,
2010,Cemetery Junction,Ricky Gervais,6.8,Comedy,Drama,4346,5700,Christian Cooke,Felicity Jones,Tom Hughes,Stephen Merchant,
2010,Why Did I Get Married Too?,Tyler Perry,3.6,Comedy,Romance,4347,7260,Janet Jackson,Tyler Perry,Jill Scott,,
2007,Arn: Tempelriddaren,Peter Flinth,6.4,Action,Adventure,4349,8340,Joakim Natterqvist,Sofia Helin,Stellan Skarsgard,,
2006,Fast Food Nation,Richard Linklater,6.2,Comedy,Drama,4350,6960,Greg Kinnear,Bruce Willis,Catalina Sandino Moreno,,
2013,Absence,Jimmy Loweree,3.9,Horror,Thriller,4351,,Erin Way,Eric Matheny,Ryan Smale,,
2005,Grizzly Man,Werner Herzog,7.8,Documentary,Biography,4352,6180,Timothy Treadwell,Amie Huguenard,Werner Herzog,,
2004,Bride & Prejudice,Gurinder Chadha,6,Comedy,Drama,4353,7320,Martin Henderson,Aishwarya Rai Bachchan,Nadira Babbar,,
2013,Copperhead,Ronald F. Maxwell,5,Drama,,4354,7200,Francois Arnaud,Lucy Boynton,Casey Thomas Brown,,
1984,The Natural,Barry Levinson,7.4,Drama,Sport,4355,8040,Robert Redford,Robert Duvall,Glenn Close,,
1999,Arlington Road,Mark Pellington,7.1,Mystery,Thriller,4356,7020,Jeff Bridges,Tim Robbins,Joan Cusack,,
1978,Every Which Way But Loose,James Fargo,6,Action,Comedy,4357,6600,Clint Eastwood,Sondra Locke,Geoffrey Lewis,,
1997,Mimic,Guillermo del Toro,5.8,Horror,Sci-Fi,4358,6300,Mira Sorvino,Jeremy Northam,Alexander Goodwin,,
1999,Bringing Out the Dead,Martin Scorsese,6.8,Drama,Thriller,4359,7260,Nicolas Cage,Patricia Arquette,John Goodman,,
2011,Damsels in Distress,Whit Stillman,5.8,Comedy,Drama,4360,5940,Greta Gerwig,Adam Brody,Analeigh Tipton,,
1981,History of the World: Part I,Mel Brooks,6.6,Comedy,History,4362,5520,Mel Brooks,Gregory Hines,Dom DeLuise,,
2012,Sleepwalk with Me,Mike Birbiglia,6.6,Comedy,,4364,4860,Mike Birbiglia,Lauren Ambrose,James Rebhorn,Seth Barrish,
2009,Doghouse,Jake West,6,Comedy,Horror,4365,5340,Danny Dyer,Noel Clarke,Emil Marwa,,
1983,Twilight Zone: The Movie,Joe Dante,6.4,Fantasy,Horror,4366,6060,Dan Aykroyd,Albert Brooks,Vic Morrow,John Landis,George Miller
1998,Celebrity,Woody Allen,6.2,Comedy,Drama,4368,6780,Kenneth Branagh,Judy Davis,Leonardo DiCaprio,,
1992,School Ties,Robert Mandel,6.7,Drama,,4370,6360,Brendan Fraser,Matt Damon,Chris O'Donnell,,
2011,Hoodwinked Too! Hood vs. Evil,Mike Disa,4.7,Animation,Comedy,4371,5160,Hayden Panettiere,Glenn Close,Patrick Warburton,,
1994,Exotica,Atom Egoyan,7.1,Drama,Mystery,4372,6180,Bruce Greenwood,Elias Koteas,Don McKellar,,
2006,The Butterfly Effect 2,John R. Leonetti,4.4,Drama,Sci-Fi,4373,5520,Eric Lively,Erica Durance,Dustin Milligan,,
2011,Absentia,Mike Flanagan,5.6,Drama,Horror,4374,5220,Katie Parker,Courtney Bell,Dave Levine,,
2011,The Resident,Antti Jokinen,5.1,Mystery,Thriller,4375,5460,Hilary Swank,Jeffrey Dean Morgan,Lee Pace,,
1978,Jaws 2,Jeannot Szwarc,5.6,Horror,Thriller,4376,6960,Roy Scheider,Lorraine Gary,Murray Hamilton,,
1999,The Astronaut's Wife,Rand Ravich,5.1,Drama,Sci-Fi,4377,6540,Charlize Theron,Johnny Depp,Joe Morton,,
2003,11:14,Greg Marcks,7.2,Comedy,Crime,4378,5700,Henry Thomas,Colin Hanks,Ben Foster,,
1984,Streets of Fire,Walter Hill,6.5,Action,Crime,4379,5580,Michael Pare,Diane Lane,Rick Moranis,,
2008,Frozen River,Courtney Hunt,7.1,Crime,Drama,4380,5820,Melissa Leo,Misty Upham,Charlie McDermott,,
1983,Lone Wolf McQuade,Steve Carver,6,Action,Crime,4382,6420,Chuck Norris,David Carradine,Barbara Carrera,,
2012,Fast Girls,Regan Hall,5.7,Drama,Sport,4383,5460,Lenora Crichlow,Philip Davis,Jamie Howard,,
2013,Intersections,David Marconi,4.3,Romance,Thriller,4384,6060,Frank Grillo,Jaimie Alexander,Roschdy Zem,,
1958,Cat on a Hot Tin Roof,Richard Brooks,8,Drama,,4385,6480,Elizabeth Taylor,Paul Newman,Burl Ives,,
2013,Get Lucky,Sacha Bennett,3.9,Action,,4386,5160,Luke Treadaway,Emily Atack,Craig Fairbrass,,
1991,The Naked Gun 2-1/2: The Smell of Fear,David Zucker,6.7,Action,Comedy,4387,5100,Leslie Nielsen,Priscilla Presley,George Kennedy,,
2008,College Road Trip,Roger Kumble,3.8,Adventure,Comedy,4388,4980,Raven-Symone,Martin Lawrence,Kym Whitley,,
1996,The Juror,Brian Gibson,5.3,Drama,Thriller,4389,7080,Demi Moore,Alec Baldwin,Joseph Gordon-Levitt,,
1999,Outside Providence,Michael Corrente,6.1,Comedy,Drama,4390,5760,Shawn Hatosy,Amy Smart,Alec Baldwin,,
2005,Prime,Ben Younger,6.1,Comedy,Drama,4391,6300,Uma Thurman,Meryl Streep,Bryan Greenberg,,
2008,The Broken,Sean Ellis,5.4,Drama,Horror,4392,5580,Lena Headey,Ulrich Thomsen,Melvil Poupaud,,
2008,Brideshead Revisited,Julian Jarrold,6.6,Drama,Romance,4393,7980,Matthew Goode,Patrick Malahide,Hayley Atwell,,
1994,Shallow Grave,Danny Boyle,7.3,Crime,Thriller,4394,5520,Kerry Fox,Christopher Eccleston,Ewan McGregor,,
2009,World's Greatest Dad,Bobcat Goldthwait,6.9,Comedy,Drama,4395,5940,Robin Williams,Daryl Sabara,Morgan Murphy,,
2008,Be Kind Rewind,Michel Gondry,6.4,Comedy,Drama,4396,6120,Jack Black,Mos Def,Danny Glover,,
2002,Neko no ongaeshi,Hiroyuki Morita,7.2,Animation,Adventure,4397,4500,Chizuru Ikewaki,Yoshihiko Hakamada,Aki Maeda,,
2000,Red Planet,Antony Hoffman,5.5,Sci-Fi,Action,4398,6360,Val Kilmer,Carrie-Anne Moss,Tom Sizemore,,
1967,The Producers,Mel Brooks,7.6,Comedy,Musical,4399,5280,Zero Mostel,Gene Wilder,Dick Shawn,,
2001,The Believer,Henry Bean,7.2,Drama,,4400,6120,Ryan Gosling,Summer Phoenix,Peter Meadows,,
2006,10 Items or Less,Brad Silberling,6.6,Comedy,Drama,4401,4920,Morgan Freeman,Paz Vega,Jonah Hill,,
2005,Hoodwinked!,Cory Edwards,6.5,Animation,Comedy,4402,4800,Anne Hathaway,Glenn Close,Patrick Warburton,Todd Edwards,Tony Leech
2014,Mr. Peabody & Sherman,Rob Minkoff,,Animation,Adventure,4403,,Ty Burrell,Max Charles,Stephen Colbert,,
2005,Alone in the Dark,Uwe Boll,2.3,Action,Horror,4404,5760,Christian Slater,Tara Reid,Stephen Dorff,,
2011,The Lady,Luc Besson,6.8,Biography,Drama,4405,7920,Michelle Yeoh,David Thewlis,Jonathan Raggett,,
2000,Malena,Giuseppe Tornatore,7.4,Comedy,Drama,4406,6540,Monica Bellucci,Giuseppe Sulfaro,Luciano Federico,,
1963,8/1/02,Federico Fellini,8.1,Drama,Fantasy,4408,8280,Marcello Mastroianni,Anouk Aimee,Claudia Cardinale,,
2008,Gomorra,Matteo Garrone,6.9,Crime,Drama,4409,8220,Gianfelice Imparato,Salvatore Abruzzese,Toni Servillo,,
2009,Labor Pains,Lara Shapiro,4.5,Comedy,Romance,4410,5340,Lindsay Lohan,Luke Kirby,Chris Parnell,,
1983,Videodrome,David Cronenberg,7.3,Horror,Sci-Fi,4412,5220,James Woods,Deborah Harry,Sonja Smits,,
1976,Family Plot,Alfred Hitchcock,6.7,Comedy,Thriller,4413,7200,Karen Black,Bruce Dern,Barbara Harris,,
2004,A Love Song for Bobby Long,Shainee Gabel,7,Drama,,4414,7140,Scarlett Johansson,John Travolta,Gabriel Macht,,
2006,Date Movie,Aaron Seltzer,2.6,Comedy,Romance,4415,4980,Alyson Hannigan,Fred Willard,Jennifer Coolidge,Jason Friedberg,
2014,Reykjavik,Mike Newell,,,,4418,,Michael Douglas,Christoph Waltz,Frank Langella,,
2011,Assassination Games,Ernie Barbarash,6,Action,Thriller,4419,6060,Jean-Claude Van Damme,Scott Adkins,Ivan Kaye,,
1995,The Indian in the Cupboard,Frank Oz,5.8,Family,Adventure,4420,5760,Hal Scardino,Litefoot,Lindsay Crouse,,
1994,It Could Happen to You,Andrew Bergman,6.1,Comedy,Drama,4421,6060,Nicolas Cage,Bridget Fonda,Rosie Perez,,
2010,Chatroom,Hideo Nakata,5.2,Drama,Thriller,4422,5820,Aaron Taylor-Johnson,Imogen Poots,Matthew Beard,,
2005,Final Fantasy VII: Advent Children,Tetsuya Nomura,7.2,Animation,Action,4423,6060,Takahiro Sakurai,Ayumi Ito,Shotaro Morikubo,Takeshi Nozue,
2007,The Hunting Party,Richard Shepard,6.8,Adventure,Comedy,4424,6060,Richard Gere,Terrence Howard,Jesse Eisenberg,,
1986,SpaceCamp,Harry Winer,5.4,Adventure,Family,4425,6420,Kate Capshaw,Lea Thompson,Kelly Preston,,
2002,Antwone Fisher,Denzel Washington,7.1,Biography,Drama,4426,7200,Denzel Washington,Derek Luke,Joy Bryant,,
2007,Frontiere(s),Xavier Gens,6.1,Crime,Drama,4427,6480,Karina Testa,Aurelien Wiik,Patrick Ligardes,,
1998,Home Fries,Dean Parisot,4.8,Comedy,Romance,4428,5460,Drew Barrymore,Luke Wilson,Catherine O'Hara,,
2014,Cut Bank,Matt Shakman,,Thriller,,4430,,Liam Hemsworth,Teresa Palmer,John Malkovich,,
1983,Staying Alive,Sylvester Stallone,4.1,Drama,Music,4431,5580,John Travolta,Cynthia Rhodes,Finola Hughes,,
2008,Miracle at St. Anna,Spike Lee,5.9,Action,Crime,4432,9600,Derek Luke,Michael Ealy,Laz Alonso,,
1953,Shane,George Stevens,7.7,Drama,Western,4433,7080,Alan Ladd,Jean Arthur,Van Heflin,,
2013,The Power of Few,Leone Marucci,4.9,Action,Crime,4434,5760,Christopher Walken,Juvenile,Christian Slater,,
1992,Single White Female,Barbet Schroeder,6.2,Drama,Thriller,4435,6420,Bridget Fonda,Jennifer Jason Leigh,Steven Weber,,
2005,The Great Raid,John Dahl,6.6,Action,Drama,4436,7920,Benjamin Bratt,Joseph Fiennes,James Franco,,
2012,The Courier,Hany Abu-Assad,4.3,Crime,Action,4438,5940,Mickey Rourke,Jeffrey Dean Morgan,Lili Taylor,,
1976,Midway,Jack Smight,6.6,Action,Drama,4439,7920,Charlton Heston,Henry Fonda,James Coburn,,
1988,The Adventures of Baron Munchausen,Terry Gilliam,7,Action,Adventure,4440,7560,John Neville,Eric Idle,Sarah Polley,,
1994,Quiz Show,Robert Redford,7.5,Drama,History,4441,7980,Ralph Fiennes,John Turturro,Rob Morrow,,
1997,The Devil's Own,Alan J. Pakula,5.9,Crime,Drama,4442,6420,Harrison Ford,Brad Pitt,Margaret Colin,,
2014,Gotti: In the Shadow of My Father,Joe Johnston,,Biography,Crime,4443,,John Travolta,Anthony Hopkins,Kelly Preston,,
2010,Los ojos de Julia,Guillem Morales,6.5,Horror,Mystery,4444,7080,Belen Rueda,Lluis Homar,Pablo Derqui,,
2009,TiMER,Jac Schaeffer,6.5,Comedy,Drama,4445,5940,Emma Caulfield,John Patrick Amedori,Scott Holroyd,,
2009,The Butterfly Effect 3: Revelations,Seth Grossman,5.5,Crime,Drama,4446,5400,Chris Carmack,Rachel Miner,Melissa Jones,,
2002,K-19: The Widowmaker,Kathryn Bigelow,6.5,Drama,History,4447,8280,Harrison Ford,Sam Spruell,Peter Stebbings,,
1982,Friday the 13th Part III,Steve Miner,5.3,Horror,Thriller,4448,5700,Dana Kimmell,Tracie Savage,Richard Brooker,,
2003,Beyond Borders,Martin Campbell,6.2,Adventure,Drama,4449,7620,Clive Owen,Angelina Jolie,Linus Roache,,
1951,The African Queen,John Huston,8,Adventure,Romance,4450,6300,Humphrey Bogart,Katharine Hepburn,Robert Morley,,
1992,Strictly Ballroom,Baz Luhrmann,7,Comedy,Drama,4451,5640,Paul Mercurio,Tara Morice,Bill Hunter,,
2010,Burke and Hare,John Landis,6.1,Comedy,Thriller,4452,5460,Bill Bailey,Tom Wilkinson,Michael Smiley,,
2014,Selfless,Tarsem Singh,,Drama,,4453,,Ryan Reynolds,Natalie Martinez,Ben Kingsley,,
2012,Last Kind Words,Kevin Barker,4.8,Drama,Mystery,4454,,Brad Dourif,Spencer Daniels,Alexia Fast,,
2014,Kill Me Three Times,Kriv Stenders,,Thriller,,4455,,Simon Pegg,Teresa Palmer,Luke Hemsworth,,
2005,Must Love Dogs,Gary David Goldberg,5.8,Comedy,Romance,4456,5880,Diane Lane,John Cusack,Elizabeth Perkins,,
2013,Studentfesten,Simon Sandquist,4.9,Comedy,,4457,,Anastasios Soulis,Anna Astrom,Henrik Lundstrom,,
2009,Armored,Nimrod Antal,5.6,Action,Crime,4458,5280,Columbus Short,Matt Dillon,Laurence Fishburne,,
2012,Tar,Edna Luise Biesold,4.9,Drama,Romance,4459,,James Franco,Mila Kunis,Jessica Chastain,Sarah-Violet Bliss,Gabrielle Demeestere
2012,Dark Blood,George Sluizer,,Thriller,,4460,5160,River Phoenix,Jonathan Pryce,Judy Davis,,
2009,The Grudge 3,Toby Wilkins,4.5,Horror,Mystery,4461,5400,Matthew Knight,Shawnee Smith,Mike Straub,,
1993,Wayne's World 2,Stephen Surjik,5.9,Comedy,Music,4462,5700,Mike Myers,Dana Carvey,Christopher Walken,,
2007,License to Wed,Ken Kwapis,5.1,Comedy,Romance,4463,5460,Mandy Moore,John Krasinski,Robin Williams,,
2006,The Hoax,Lasse Hallstrom,6.7,Comedy,Drama,4464,6960,Richard Gere,Alfred Molina,David Aaron Baker,,
2007,The Take,Brad Furman,5.6,Action,Crime,4465,5760,John Leguizamo,Tyrese Gibson,Rosie Perez,,
1980,Somewhere in Time,Jeannot Szwarc,7,Drama,Fantasy,4469,6180,Christopher Reeve,Jane Seymour,Christopher Plummer,,
2012,A Fantastic Fear of Everything,Crispian Mills,5.5,Comedy,,4470,6000,Simon Pegg,Alan Drake,Kiran Shah,Chris Hopewell,
2013,Breathe In,Drake Doremus,6.6,Drama,,4471,5880,Felicity Jones,Guy Pearce,Mackenzie Davis,,
1973,Westworld,Michael Crichton,7,Action,Sci-Fi,4473,5280,Yul Brynner,Richard Benjamin,James Brolin,,
1956,The King and I,Walter Lang,7.4,Drama,Musical,4474,7980,Yul Brynner,Deborah Kerr,Rita Moreno,,
1994,Jui kuen II,Chia-Liang Liu,7.5,Action,Comedy,4475,6120,Jackie Chan,Ho-Sung Pak,Lung Ti,Jackie Chan,
1997,Conspiracy Theory,Richard Donner,6.6,Action,Crime,4477,8100,Mel Gibson,Julia Roberts,Patrick Stewart,,
2012,Amber Alert,Kerry Bellessa,4.1,Horror,Thriller,4478,,Summer Bellessa,Chris Hill,Jasen Wade,,
1994,The War,Jon Avnet,6.4,Drama,,4479,7560,Elijah Wood,Kevin Costner,Mare Winningham,,
2011,Jiro Dreams of Sushi,David Gelb,7.8,Documentary,,4480,4860,Jiro Ono,Masuhiro Yamamoto,Daisuke Nakazama,,
2012,Pusher,Luis Prieto,5.3,Crime,Thriller,4482,5340,Richard Coyle,Bronson Webb,Agyness Deyn,,
2010,5 Days of War,Renny Harlin,5.5,Action,Drama,4483,6780,Rupert Friend,Emmanuelle Chriqui,Richard Coyle,,
2001,Mean Machine,Barry Skolnick,6.3,Comedy,Drama,4484,5940,Vinnie Jones,David Kelly,David Hemmings,,
2008,Pathology,Marc Scholermann,5.8,Crime,Horror,4486,5700,Alyssa Milano,Milo Ventimiglia,Keir O'Donnell,,
2012,Starship Troopers: Invasion,Shinji Aramaki,5.8,Animation,Action,4487,5340,Leraldo Anzaldua,Shelley Calene-Black,Luci Christian,,
1993,Trois couleurs: Bleu,Krzysztof Kieslowski,7.9,Drama,Music,4488,5880,Juliette Binoche,Zbigniew Zamachowski,Julie Delpy,,
2008,I Can't Think Straight,Shamim Sarif,6.3,Drama,Romance,4489,4860,Lisa Ray,Sheetal Sheth,Antonia Frering,,
1995,A Walk in the Clouds,Alfonso Arau,6.3,Drama,Romance,4490,6120,Keanu Reeves,Aitana Sanchez-Gijon,Anthony Quinn,,
2014,Undrafted,Joseph Mazzello,,Sport,,4491,,Aaron Tveit,Joseph Mazzello,Chace Crawford,,
2009,Street Fighter: The Legend of Chun-Li,Andrzej Bartkowiak,3.7,Action,Crime,4492,5760,Kristin Kreuk,Neal McDonough,Michael Clarke Duncan,,
2010,The Tortured,Robert Lieberman,5.3,Horror,Thriller,4493,4740,Erika Christensen,Jesse Metcalfe,Bill Lippincott,,
2013,Coffee Town,Brad Copeland,6.5,Comedy,,4494,5220,Glenn Howerton,Steve Little,Ben Schwartz,,
2002,Return to Never Land,Robin Budd,5.6,Animation,Adventure,4495,4320,Blayne Weaver,Harriet Owen,Corey Burton,Donovan Cook,
2004,Fat Albert,Joel Zwick,4.1,Comedy,Family,4497,5580,Kenan Thompson,Kyla Pratt,Omarion Grandberry,,
2005,Kinky Boots,Julian Jarrold,6.8,Comedy,Drama,4498,6420,Chiwetel Ejiofor,Joel Edgerton,Sarah-Jane Potts,,
2012,She Wants Me,Rob Margolies,4.2,Comedy,,4499,5100,Josh Gad,Kristen Ruhlin,Hilary Duff,,
1965,Repulsion,Roman Polanski,7.8,Horror,Thriller,4500,6300,Catherine Deneuve,Ian Hendry,John Fraser,,
2004,Ladder 49,Jay Russell,6.4,Action,Drama,4501,6900,Joaquin Phoenix,John Travolta,Jacinda Barrett,,
2008,Der Baader Meinhof Komplex,Uli Edel,7.3,Action,Biography,4502,9000,Martina Gedeck,Moritz Bleibtreu,Johanna Wokalek,,
2011,The Devil's Rock,Paul Campion,5.5,Fantasy,Horror,4503,4980,Craig Hall,Matthew Sunderland,Gina Varela,,
2009,12 Rounds,Renny Harlin,5.4,Action,Crime,4505,6480,John Cena,Ashley Scott,Aidan Gillen,,
2005,Cry_Wolf,Jeff Wadlow,5.7,Drama,Horror,4506,5400,Julian Morris,Lindy Booth,Jared Padalecki,,
1979,Hair,Milos Forman,7.2,Comedy,Drama,4507,7260,John Savage,Treat Williams,Beverly D'Angelo,,
1992,Captain Ron,Thom E. Eberhardt,5.3,Adventure,Comedy,4508,5400,Kurt Russell,Martin Short,Mary Kay Place,,
2012,Columbus Circle,George Gallo,5.8,Crime,Mystery,4509,4920,Selma Blair,Amy Smart,Kevin Pollak,,
2002,The Rookie,John Lee Hancock,6.8,Drama,Family,4510,7620,Dennis Quaid,J.D. Evermore,Rachel Griffiths,,
2005,An American Haunting,Courtney Solomon,4.9,Horror,Mystery,4512,4980,Donald Sutherland,Sissy Spacek,Rachel Hurd-Wood,,
2004,The Final Cut,Omar Naim,6.1,Sci-Fi,Thriller,4513,5700,Robin Williams,Jim Caviezel,Mira Sorvino,,
2003,The Hunted,William Friedkin,5.9,Action,Crime,4514,5640,Tommy Lee Jones,Benicio Del Toro,Connie Nielsen,,
2011,Finding Kind,Lauren Parsekian,8,Documentary,,4515,4620,Ken Clark,Debra Kelly,Lauren Parsekian,,
1997,Good Burger,Brian Robbins,5.1,Family,Comedy,4516,6180,Kel Mitchell,Kenan Thompson,Sinbad,,
1955,Les diaboliques,Henri-Georges Clouzot,8.2,Mystery,Thriller,4518,6840,Simone Signoret,Vera Clouzot,Paul Meurisse,,
2013,The Prototype,Marcelo Grion,,Action,Sci-Fi,4519,5700,Victoria De Mare,Jamie Noel,Theresa Tilly,,
2000,Boys and Girls,Robert Iscove,5,Comedy,Romance,4520,5640,Freddie Prinze Jr.,Claire Forlani,Brendon Ryan Barrett,,
1955,The Seven Year Itch,Billy Wilder,7.2,Comedy,Romance,4521,6300,Marilyn Monroe,Tom Ewell,Evelyn Keyes,,
2013,Red Obsession,David Roach,5.9,Documentary,History,4522,4500,Debra Meiburg,,,Warwick Ross,
2002,The Master of Disguise,Perry Andelin Blake,3.1,Comedy,Family,4523,4800,Dana Carvey,Jennifer Esposito,Harold Gould,,
2006,Catch and Release,Susannah Grant,5.8,Comedy,Drama,4524,7440,Jennifer Garner,Timothy Olyphant,Kevin Smith,,
1995,The Big Green,Holly Goldberg Sloan,5.1,Comedy,Family,4525,6000,Steve Guttenberg,Olivia d'Abo,Jay O. Sanders,,
2008,The Secret of Moonacre,Gabor Csupo,5.9,Adventure,Family,4526,6180,Ioan Gruffudd,Dakota Blue Richards,Tim Curry,,
1978,Up in Smoke,Lou Adler,6.8,Comedy,Music,4527,5160,Cheech Marin,Tommy Chong,Strother Martin,Tommy Chong,
1995,To Die For,Gus Van Sant,6.7,Comedy,Crime,4528,6360,Nicole Kidman,Matt Dillon,Joaquin Phoenix,,
1989,Black Rain,Ridley Scott,6.5,Action,Crime,4529,7500,Michael Douglas,Andy Garcia,Ken Takakura,,
2013,The Amityville Asylum,Andrew Jones,2.6,Horror,,4530,5280,Sarah Louise Madison,Eileen Daly,Kenton Hall,,
1995,Free Willy 2: The Adventure Home,Dwight H. Little,4.6,Family,Adventure,4531,5700,Jason James Richter,Michael Madsen,Francis Capra,,
2010,Yogi Bear,Eric Brevig,4.3,Animation,Adventure,4532,4800,Dan Aykroyd,Justin Timberlake,Anna Faris,,
2010,I'm Still Here,Casey Affleck,6,Comedy,Drama,4533,6480,Joaquin Phoenix,Antony Langdon,Carey Perloff,,
2012,Perfect Sisters,Stanley M. Brooks,7.8,Drama,,4534,,Abigail Breslin,Georgie Henley,Mira Sorvino,,
2009,Rampage,Uwe Boll,6.2,Action,Crime,4535,5100,Brendan Fletcher,Shaun Sipos,Michael Pare,,
2009,Hotel for Dogs,Thor Freudenthal,5.1,Comedy,Family,4536,6000,Emma Roberts,Jake T. Austin,Lisa Kudrow,,
2000,Dungeons & Dragons,Courtney Solomon,3.6,Adventure,Fantasy,4537,6420,Justin Whalin,Jeremy Irons,Zoe McLellan,,
2014,Laggies,Lynn Shelton,,Drama,,4539,,Chloe Grace Moretz,Keira Knightley,Ellie Kemper,,
1995,A Kid in King Arthur's Court,Michael Gottlieb,4.5,Adventure,Comedy,4540,5340,Thomas Ian Nicholas,Joss Ackland,Art Malik,,
1986,Sid and Nancy,Alex Cox,6.9,Biography,Drama,4541,6720,Gary Oldman,Chloe Webb,David Hayman,,
2012,The Patience Stone,Atiq Rahimi,6.8,Drama,War,4542,6120,Golshifteh Farahani,Hamid Djavadan,Hassina Burgan,,
2007,Smiley Face,Gregg Araki,5.6,Comedy,,4543,5280,Anna Faris,John Krasinski,Adam Brody,,
2014,Cymbeline,Michael Almereyda,,Drama,,4544,,Dakota Johnson,Milla Jovovich,Ethan Hawke,,
1970,Kelly's Heroes,Brian G. Hutton,7.5,Action,Adventure,4545,8640,Clint Eastwood,Telly Savalas,Don Rickles,,
2006,Bandidas,Joachim Ronning,5.6,Action,Comedy,4546,5580,Penelope Cruz,Salma Hayek,Steve Zahn,Espen Sandberg,
2006,Man cheng jin dai huang jin jia,Yimou Zhang,7,Action,Drama,4547,6840,Yun-Fat Chow,Li Gong,Jay Chou,,
